Title|ID|Variable|Constitution|Text
113|Birthright Citizenship|solissuf|Angola_2010| <section>     <h3>TITLE I &gt; Article 9</h3>     <p>(Nationality)</p> </section>  <section>     <h3>TITLE I &gt; Article 9 &gt; 1</h3>     <p>Angolan nationality may be held by origin or acquired.</p> </section>  <section>     <h3>TITLE I &gt; Article 9 &gt; 2</h3>     <p>The child of a father or mother with Angolan nationality, born in Angola or abroad, shall be an Angolan citizen by origin.</p> </section>  <section>     <h3>TITLE I &gt; Article 9 &gt; 3</h3>     <p>A newborn child found in Angolan territory shall be presumed an Angolan citizen by origin.</p> </section>  <section>     <h3>TITLE I &gt; Article 9 &gt; 4</h3>     <p>No Angolan citizen by origin may be deprived of their original nationality.</p> </section>  <section>     <h3>TITLE I &gt; Article 9 &gt; 5</h3>     <p>The requirements for the acquisition, loss or re-acquisition of Angolan nationality shall be established by law.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER I &gt; Article 22 &gt; 2</h3>     <p>Angolan citizens residing or finding themselves abroad shall enjoy the rights, freedoms and guarantees and the protection of the state and shall be subject to the duties established in the Constitution and the law.</p> </section>
119|Church/State Relationship|seprel|Angola_2010| <section>     <h3>TITLE I &gt; Article 10 &gt; 1</h3>     <p>The Republic of Angola shall be a secular state and there shall be separation between state and church, under the terms of the law.</p> </section>
120|Freedom of Religion|freerel|Angola_2010| <section>     <h3>TITLE I &gt; Article 10 &gt; 2</h3>     <p>The state shall recognise and respect the different religious faiths, which shall be free to organise and exercise their activities, provided that they abide by the Constitution and the laws of the Republic of Angola.</p> </section>  <section>     <h3>TITLE I &gt; Article 10 &gt; 3</h3>     <p>The state shall protect churches and faiths and their places and objects of worship, provided that they do not threaten the Constitution and public order and abide by the Constitution and the law.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 41</h3>     <p>(Freedom of conscience, religion and worship)</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 41 &gt; 1</h3>     <p>Freedom of conscience, religion and worship shall be inviolable.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 41 &gt; 2</h3>     <p>No-one shall be deprived of their rights, persecuted or exempted from obligations due to their religious beliefs or philosophical or political convictions.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 41 &gt; 3</h3>     <p>Under the terms of the law, the right to be a conscientious objector shall be guaranteed.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 41 &gt; 4</h3>     <p>No authority shall question anyone with regard to their convictions or religious practices, except in order to gather statistical data that cannot be individually identified.</p> </section>
122|Expropriation of Property|exprop|Angola_2010| <section>     <h3>TITLE I &gt; Article 15 &gt; 3</h3>     <p>The provisions contained in the previous points do not compromise the possibility of expropriation for public use, with just compensation, under the terms of the law.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 37 &gt; 2</h3>     <p>The state shall respect and protect the property and any other rights in rem of private individuals, corporate bodies and local communities, and temporary civil requisition and expropriation for public use shall only be permitted upon prompt payment of just compensation under the terms of the Constitution and the law.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 37 &gt; 3</h3>     <p>The payment of the compensation referred to in the previous point shall be a condition of expropriation.</p> </section>
125|Equality|equal|Angola_2010| <section>     <h3>TITLE II &gt; CHAPTER I &gt; Article 23 &gt; 1</h3>     <p>Everyone shall be equal under the Constitution and by law.</p> </section>
126|Racial Non-Discrimination|equal4|Angola_2010| <section>     <h3>TITLE II &gt; CHAPTER I &gt; Article 23 &gt; 2</h3>     <p>No-one may be discriminated against, privileged, deprived of any right or exempted from any duty on the basis of ancestry, sex, race, ethnicity, colour, disability, language, place of birth, religion, political, ideological or philosophical beliefs, level of education or economic, social or professional status.</p> </section>
127|Gender Non-Discrimination|equal1|Angola_2010| <section>     <h3>TITLE II &gt; CHAPTER I &gt; Article 23 &gt; 2</h3>     <p>No-one may be discriminated against, privileged, deprived of any right or exempted from any duty on the basis of ancestry, sex, race, ethnicity, colour, disability, language, place of birth, religion, political, ideological or philosophical beliefs, level of education or economic, social or professional status.</p> </section>
128|Life|life|Angola_2010| <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 30</h3>     <p>(Right to life)</p>     <p>The state shall respect and protect human life, which is inviolable.</p> </section>
129|Expression|express|Angola_2010| <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 32 &gt; 1</h3>     <p>The right to personal identity, civil capacity, nationality, a good name and reputation, likeness, free speech, and privacy in personal and family life shall be recognised for all.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 40</h3>     <p>(Freedom of expression and information)</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 40 &gt; 1</h3>     <p>Everyone shall have the right to freely express, publicise and share their ideas and opinions through words, images or any other medium, as well as the right and the freedom to inform others, to inform themselves and to be informed, without hindrance or discrimination.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 40 &gt; 2</h3>     <p>The exercise of the rights and freedoms described in the previous point may not be obstructed or limited by any type or form of censorship.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 40 &gt; 3</h3>     <p>Freedom of expression and information shall be restricted by the rights enjoyed by all to their good name, honour, reputation and likeness, the privacy of personal and family life, the protection afforded to children and young people, state secrecy, legal secrecy, professional secrecy and any other guarantees of these rights, under the terms regulated by law.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 40 &gt; 4</h3>     <p>Anyone committing an infraction during the course of exercising freedom of expression and information shall be held liable for their actions, in disciplinary, civil and criminal terms, under the terms of the law.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 40 &gt; 5</h3>     <p>Under the terms of the law, every individual and corporate body shall be assured the equal and effective right of reply, the right to make corrections, and the right to compensation for damages suffered.</p> </section>
130|Evidence|evidence|Angola_2010| <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 33 &gt; 2</h3>     <p>No-one may enter or carry out a search or seizure in the home of any individual without their consent, except in situations prescribed under the Constitution and in law and when provided with a warrant from the appropriate authority issued for legally prescribed cases in the legally prescribed manner, in the case of flagrante delito or in emergency situations in order to provide assistance.</p> </section>
131|â€œNo Punishment Without Lawâ€ù|wolaw|Angola_2010| <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 36 &gt; 2</h3>     <p>No-one may be deprived of their freedom, except in cases prescribed by the Constitution and the law.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION II &gt; Article 67 &gt; 1</h3>     <p>No-one may be detained, imprisoned or brought to trial unless under the terms of the law, and all defendants or prisoners shall be guaranteed the right to a defence, appeal and legal counsel.</p> </section>
132|Property|proprght|Angola_2010| <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 37 &gt; 1</h3>     <p>Everyone shall be guaranteed the right to private property and to its transmission, under the terms of the Constitution and the law.</p> </section>
137|Press|press|Angola_2010| <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 40 &gt; 2</h3>     <p>The exercise of the rights and freedoms described in the previous point may not be obstructed or limited by any type or form of censorship.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 42 &gt; 1</h3>     <p>Intellectual, artistic, political, scientific and communications activities shall be freely expressed, independently of any censorship or licence.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 44</h3>     <p>(Freedom of the press)</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 44 &gt; 1</h3>     <p>Freedom of the press shall be guaranteed, and may not be subject to prior censorship, namely of a political, ideological or artistic nature.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 44 &gt; 2</h3>     <p>The state shall ensure plural expression, imposing different ownerships and editorial diversity in the media.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 44 &gt; 3</h3>     <p>The state shall ensure the existence and the independent and qualitatively competitive functioning of a public radio and television service.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER II &gt; SECTION I &gt; Article 44 &gt; 4</h3>     <p>The law shall establish the forms by which freedom of the press shall be exercised.</p> </section>
